StringtieGene	honeybee.GeneName	dmel.symbol
MSTRG.1624	LOC726178	nonA
MSTRG.1625	LOC409189	Mics1
MSTRG.1626	LOC411753	CG8155
MSTRG.1627	LOC107965121	/
MSTRG.1628	/	/
MSTRG.1629	LOC100577142	mthl15
MSTRG.163	LOC113219214	pip
MSTRG.1630	/	/
MSTRG.1631	LOC410780	Nha1
MSTRG.1632	/	/
MSTRG.1633	LOC410779	Nlg2
MSTRG.1634	Mir932	/
MSTRG.1635	LOC107966060	/
MSTRG.1636	/	/
MSTRG.1637	/	/
MSTRG.1638	LOC409505	CG5938
MSTRG.1639	/	/
MSTRG.164	LOC411665	pip
MSTRG.1640	LOC726431	l(3)05822
MSTRG.1641	LOC102656779	/
MSTRG.1642	LOC726350	ath
MSTRG.1643	LOC408633	mrva
MSTRG.1644	LOC102653614	CG11342
MSTRG.1645	LOC409288	trbl
MSTRG.1646	LOC100576990	barr
MSTRG.1647	LOC552660	Usp12-46
MSTRG.1648	/	Usp12-46
MSTRG.1649	LOC726056	RpL21
MSTRG.165	LOC102655805	/
MSTRG.1650	LOC552654	Prosalpha6
MSTRG.1651	LOC552644	Las
MSTRG.1652	Mir9871	SREBP
MSTRG.1653	Mir33	/
MSTRG.1654	LOC552274	CG4497
MSTRG.1655	LOC412712	APC7
MSTRG.1656	LOC550992	SelT
MSTRG.1657	LOC727436	CG34213
MSTRG.1658	LOC113219416	DNApol-alpha60
MSTRG.1659	LOC552372	EMC8-9
MSTRG.166	LOC102655775	/
MSTRG.1660	LOC100576918	Atg3
MSTRG.1661	LOC100576885	twy
MSTRG.1662	LOC412451	CG5742
MSTRG.1663	LOC412384	BTBD9
MSTRG.1664	LOC409462	Cdc2rk
MSTRG.1665	CSP6	Phk-3
MSTRG.1666	LOC751767	CG30172
MSTRG.1667	LOC552185	mute
MSTRG.1668	LOC409229	Phax
MSTRG.1669	LOC725736	CG10214
MSTRG.167	LOC102655747	/
MSTRG.1670	LOC551381	CG7630
MSTRG.1671	LOC413524	Sec3
MSTRG.1672	LOC725712	ND-B17
MSTRG.1673	LOC107964012	Rrp42
MSTRG.1674	LOC107965571	Rheb
MSTRG.1675	LOC727199	ND-B17.2
MSTRG.1676	LOC102655636	/
MSTRG.1677	/	/
MSTRG.1678	/	/
MSTRG.1679	/	/
MSTRG.168	LOC102655720	/
MSTRG.1680	LOC724148	C15
MSTRG.1681	/	/
MSTRG.1682	/	/
MSTRG.1683	LOC410057	CG10508
MSTRG.1684	/	/
MSTRG.1685	LOC724794	Trmt112
MSTRG.1686	LOC552435	Edem2
MSTRG.1687	LOC412745	Nin
MSTRG.1688	/	/
MSTRG.1689	LOC413551	DPCoAC
MSTRG.169	/	/
MSTRG.1690	/	DPCoAC
MSTRG.1691	LOC410050	Bub3
MSTRG.1692	LOC100578005	Nop56
MSTRG.1693	/	/
MSTRG.1694	LOC413132	lqfR
MSTRG.1695	LOC411546	Fgop2
MSTRG.1696	LOC100578146	/
MSTRG.1697	/	/
MSTRG.1698	LOC726259	l(3)neo43
MSTRG.1699	LOC552260	LSm1
MSTRG.17	nbisL1-trna-13	/
MSTRG.170	LOC102655652	/
MSTRG.1700	LOC413855	RhoGAP54D
MSTRG.1701	LOC412220	MFS9
MSTRG.1702	LOC552197	Atg4a
MSTRG.1703	/	/
MSTRG.1704	LOC552068	CG7115
MSTRG.1705	/	/
MSTRG.1706	/	/
MSTRG.1707	LOC408632	c12.1
MSTRG.1708	/	/
MSTRG.1709	LOC410777	Ziz
MSTRG.171	/	/
MSTRG.1710	LOC410776	gbb
MSTRG.1711	LOC102655243	CG13282
MSTRG.1712	/	/
MSTRG.1713	LOC724993	/
MSTRG.1714	LOC107965104	/
MSTRG.1715	LOC408631	Patronin
MSTRG.1716	LOC102654381	/
MSTRG.1717	/	/
MSTRG.1718	/	wb
MSTRG.1719	LOC410775	wb
MSTRG.172	LOC100578187	/
MSTRG.1720	LOC100578543	/
MSTRG.1721	/	/
MSTRG.1722	LOC100578606	/
MSTRG.1723	LOC552090	Trl
MSTRG.1724	LOC113218939	Ank2
MSTRG.1725	LOC113218940	/
MSTRG.1726	LOC412353	Ubi-p63E
MSTRG.1727	/	Ubi-p5E
MSTRG.1728	LOC412354	RhoGEF64C
MSTRG.1729	/	/
MSTRG.173	LOC725041	conv
MSTRG.1730	LOC107965319	/
MSTRG.1731	LOC725496	mtTFB1
MSTRG.1732	LOC409311	CG8635
MSTRG.1733	LOC100576708	Rnf146
MSTRG.1734	LOC413255	Coq5
MSTRG.1735	LOC100576747	tud
MSTRG.1736	LOC107965231	/
MSTRG.1737	LOC725388	armi
MSTRG.1738	LOC551242	eIF3e
MSTRG.1739	LOC725725	obst-F
MSTRG.174	LOC102656449	/
MSTRG.1740	LOC410755	TyrR
MSTRG.1741	LOC410756	Fife
MSTRG.1742	LOC102656083	/
MSTRG.1743	LOC107965445	/
MSTRG.1744	LOC724199	teq
MSTRG.1745	LOC551530	Brr2
MSTRG.1746	LOC724240	Gen
MSTRG.1747	LOC100577577	Peritrophin-A
MSTRG.1748	LOC102655819	/
MSTRG.1749	/	/
MSTRG.175	/	/
MSTRG.1750	/	/
MSTRG.1751	/	/
MSTRG.1752	/	/
MSTRG.1753	/	/
MSTRG.1754	LOC408607	PAPLA1
MSTRG.1755	LOC100576425	CG43394
MSTRG.1756	/	/
MSTRG.1757	Hsc70-5	Hsc70-5
MSTRG.1758	/	/
MSTRG.1759	LOC551623	CG34354
MSTRG.176	/	/
MSTRG.1760	/	/
MSTRG.1761	/	/
MSTRG.1762	LOC107966072	/
MSTRG.1763	LOC551732	Fnta
MSTRG.1764	/	/
MSTRG.1765	LOC724541	Prp3
MSTRG.1766	LOC100577920	/
MSTRG.1767	LOC100577959	CG44422
MSTRG.1768	LOC113218573	/
MSTRG.1769	LOC113219074	/
MSTRG.177	/	/
MSTRG.1770	LOC100577882	/
MSTRG.1771	LOC100577847	CG32816
MSTRG.1772	/	/
MSTRG.1773	LOC410694	kn
MSTRG.1774	/	/
MSTRG.1775	LOC113219412	ths
MSTRG.1776	/	/
MSTRG.1777	LOC724994	CG13197
MSTRG.1778	LOC102654799	/
MSTRG.1779	LOC725045	CG13901
MSTRG.178	/	/
MSTRG.1780	LOC725081	cnc
MSTRG.1781	vas	vas
MSTRG.1782	LOC102654496	Ctr1A
MSTRG.1783	/	/
MSTRG.1784	/	/
MSTRG.1785	LOC725305	/
MSTRG.1786	LOC412263	CG4467
MSTRG.1787	LOC102654257	sosie
MSTRG.1788	LOC552181	CG9643
MSTRG.1789	LOC409922	FeCH
MSTRG.179	/	/
MSTRG.1790	/	/
MSTRG.1791	LOC409923	Invadolysin
MSTRG.1792	/	/
MSTRG.1793	LOC100577118	CG13579
MSTRG.1794	/	/
MSTRG.1795	LOC409105	/
MSTRG.1796	LOC727116	CG14880
MSTRG.1797	/	/
MSTRG.1798	/	/
MSTRG.1799	LOC726605	Den1
MSTRG.18	ND3	/
MSTRG.180	/	/
MSTRG.1800	LOC727144	CG33722
MSTRG.1801	ecd	ecd
MSTRG.1802	LOC727127	srl
MSTRG.1803	LOC551632	Cyp305a1
MSTRG.1804	/	/
MSTRG.1805	LOC552434	Not11
MSTRG.1806	/	/
MSTRG.1807	LOC726554	CG4678
MSTRG.1808	/	/
MSTRG.1809	LOC100578519	/
MSTRG.181	LOC100578245	/
MSTRG.1810	LOC727049	ND-B8
MSTRG.1811	LOC100578468	CG11858
MSTRG.1812	LOC551905	CG4115
MSTRG.1813	LOC100578694	CG11695
MSTRG.1814	LOC726108	msl-2
MSTRG.1815	/	/
MSTRG.1816	LOC413578	CG9346
MSTRG.1817	/	Asph
MSTRG.1818	LOC412003	RasGAP1
MSTRG.1819	LOC727393	CG17931
MSTRG.182	LOC412118	l(3)80Fg
MSTRG.1820	LOC727456	CG9008
MSTRG.1821	LOC727460	Frmd5
MSTRG.1822	/	/
MSTRG.1823	/	/
MSTRG.1824	LOC113219430	/
MSTRG.1825	LOC409530	Myo61F
MSTRG.1826	LOC102654355	/
MSTRG.1827	/	/
MSTRG.1828	/	/
MSTRG.1829	LOC552418	Cyp6a20
MSTRG.183	LOC726902	CG12479
MSTRG.1830	LOC726053	Ehbp1
MSTRG.1831	LOC102654146	CG33257
MSTRG.1832	LOC552453	/
MSTRG.1833	/	/
MSTRG.1834	/	/
MSTRG.1835	LOC107964093	NetA
MSTRG.1836	LOC100577437	/
MSTRG.1837	LOC100577474	/
MSTRG.1838	LOC113218607	/
MSTRG.1839	LOC113218606	/
MSTRG.184	LOC113219407	aPKC
MSTRG.1840	LOC100577995	Hers
MSTRG.1841	LOC552364	cin
MSTRG.1842	LOC550695	whd
MSTRG.1843	LOC724665	Set
MSTRG.1844	/	/
MSTRG.1845	/	/
MSTRG.1846	/	/
MSTRG.1847	LOC409950	CG31999
MSTRG.1848	/	/
MSTRG.1849	LOC726051	polo
MSTRG.185	LOC409999	CG3635
MSTRG.1850	LOC412386	Plekhm1
MSTRG.1851	LOC412516	Sas-6
MSTRG.1852	LOC100576733	Ipk1
MSTRG.1853	LOC726804	Tob
MSTRG.1854	/	/
MSTRG.1855	/	/
MSTRG.1856	LOC102653978	/
MSTRG.1857	LOC552343	Etf-QO
MSTRG.1858	LOC100576623	/
MSTRG.1859	LOC552370	Nf1
MSTRG.186	LOC727331	snz
MSTRG.1860	LOC107965760	Or24a
MSTRG.1861	LOC100576732	/
MSTRG.1862	LOC724673	Or82a
MSTRG.1863	LOC102655218	/
MSTRG.1864	/	/
MSTRG.1865	LOC726292	CG10916
MSTRG.1866	/	/
MSTRG.1867	TRNAA-UGC	/
MSTRG.1868	/	/
MSTRG.1869	/	/
MSTRG.187	/	/
MSTRG.1870	/	/
MSTRG.1871	/	/
MSTRG.1872	LOC412853	brat
MSTRG.1873	/	/
MSTRG.1874	/	/
MSTRG.1875	/	/
MSTRG.1876	/	/
MSTRG.1877	/	/
MSTRG.1878	/	/
MSTRG.1879	/	/
MSTRG.188	LOC552064	rb
MSTRG.1880	LOC726925	CG10864
MSTRG.1881	LOC727515	CG14270
MSTRG.1882	LOC727168	Agbe
MSTRG.1883	LOC727350	schlank
MSTRG.1884	LOC113219428	CG15483
MSTRG.1885	LOC727358	CG15483
MSTRG.1886	/	/
MSTRG.1887	LOC552129	CG10600
MSTRG.1888	LOC411359	CG5504
MSTRG.1889	/	/
MSTRG.189	LOC409479	RpL6
MSTRG.1890	/	/
MSTRG.1891	LOC107965774	CG32037
MSTRG.1892	LOC409793	ND-24
MSTRG.1893	/	/
MSTRG.1894	/	/
MSTRG.1895	LOC409489	Aps
MSTRG.1896	LOC726110	l(2)09851
MSTRG.1897	LOC727574	Taf3
MSTRG.1898	LOC100578586	/
MSTRG.1899	LOC113219424	/
MSTRG.19	nbisL1-trna-14	/
MSTRG.190	Tpcn1	/
MSTRG.1900	/	/
MSTRG.1901	LOC113218599	CG32036
MSTRG.1902	LOC100576649	Pms2
MSTRG.1903	/	/
MSTRG.1904	LOC100576829	/
MSTRG.1905	LOC725528	CG6695
MSTRG.1906	/	/
MSTRG.1907	/	/
MSTRG.1908	LOC100576896	mnb
MSTRG.1909	/	/
MSTRG.191	LOC727019	CG32544
MSTRG.1910	/	/
MSTRG.1911	/	/
MSTRG.1912	LOC100576862	Tailor
MSTRG.1913	/	/
MSTRG.1914	LOC725850	CG4537
MSTRG.1915	/	/
MSTRG.1916	/	/
MSTRG.1917	/	/
MSTRG.1918	LOC412594	X11L
MSTRG.1919	LOC727119	/
MSTRG.192	LOC552163	gny
MSTRG.1920	/	/
MSTRG.1921	/	/
MSTRG.1922	LOC100578587	/
MSTRG.1923	LOC102655454	CG14196
MSTRG.1924	/	/
MSTRG.1925	LOC412697	SMSr
MSTRG.1926	LOC724300	SmydA-5
MSTRG.1927	LOC100576121	nord
MSTRG.1928	LOC412646	qtc
MSTRG.1929	/	/
MSTRG.193	LOC100578696	CG12290
MSTRG.1930	LOC726171	RpL11
MSTRG.1931	LOC102654530	Or67a
MSTRG.1932	LOC102654576	CG15601
MSTRG.1933	LOC412465	Tsp74F
MSTRG.1934	LOC102654729	Dsk
MSTRG.1935	LOC100217360	/
MSTRG.1936	LOC102654685	CG6175
MSTRG.1937	LOC100579011	/
MSTRG.1938	LOC100578724	/
MSTRG.1939	LOC102655559	/
MSTRG.194	LOC412925	CG14439
MSTRG.1940	/	/
MSTRG.1941	LOC552292	/
MSTRG.1942	LOC102655008	CG5458
MSTRG.1943	LOC409457	l(3)80Fj
MSTRG.1944	LOC726760	IKKbeta
MSTRG.1945	LOC412505	Sec63
MSTRG.1946	LOC726812	Tif-IA
MSTRG.1947	LOC113218584	/
MSTRG.1948	/	/
MSTRG.1949	LOC412955	lov
MSTRG.195	LOC411675	CG3078
MSTRG.1950	LOC102655291	/
MSTRG.1951	LOC102655235	/
MSTRG.1952	LOC726798	inaE
MSTRG.1953	LOC725270	velo
MSTRG.1954	LOC107964089	AQP
MSTRG.1955	LOC726735	velo
MSTRG.1956	LOC724471	norpA
MSTRG.1957	CPR17	Cpr49Ae
MSTRG.1958	/	/
MSTRG.1959	LOC411729	ine
MSTRG.196	LOC411808	slgA
MSTRG.1960	CPR18	Cpr49Aa
MSTRG.1961	CPR21	Cpr49Aa
MSTRG.1962	/	Cpr65Eb
MSTRG.1963	CPR22	Cpr49Aa
MSTRG.1964	LOC724735	Cpr49Ae
MSTRG.1965	CPR14	Cpr78Cc
MSTRG.1966	/	Lcp65Ad
MSTRG.1967	LOC551255	Fis1
MSTRG.1968	LOC100578507	CG9515
MSTRG.1969	/	/
MSTRG.197	/	/
MSTRG.1970	LOC102655706	trn
MSTRG.1971	nAChRa6	nAChRalpha6
MSTRG.1972	/	/
MSTRG.1973	/	/
MSTRG.1974	/	/
MSTRG.1975	/	/
MSTRG.1976	/	/
MSTRG.1977	LOC550962	tos
MSTRG.1978	LOC727534	CG4098
MSTRG.1979	LOC552788	Pex3
MSTRG.198	LOC725638	CG12123
MSTRG.1980	/	/
MSTRG.1981	/	/
MSTRG.1982	LOC724275	Cipc
MSTRG.1983	LOC413607	Golgin84
MSTRG.1984	LOC102654955	ATPsynB
MSTRG.1985	LOC100578624	CG9577
MSTRG.1986	LOC412759	CG11041
MSTRG.1987	LOC551997	Cpsf160
MSTRG.1988	LOC412010	mrn
MSTRG.1989	LOC412009	CycC
MSTRG.199	LOC724901	CG1440
MSTRG.1990	LOC412008	Spred
MSTRG.1991	LOC552105	Fdx1
MSTRG.1992	/	Fdx1
MSTRG.1993	LOC724716	CG11807
MSTRG.1994	/	/
MSTRG.1995	LOC551690	icln
MSTRG.1996	LOC413146	Upf2
MSTRG.1997	LOC107964039	Sema1b
MSTRG.1998	/	/
MSTRG.1999	/	/
MSTRG.2	LOC551555	/
MSTRG.20	nbisL1-trna-15	/
MSTRG.200	egh	egh
MSTRG.2000	LOC102654107	/
MSTRG.2001	LOC102654330	/
MSTRG.2002	LOC113218593	/
MSTRG.2003	LOC413279	CG33096
MSTRG.2004	LOC413278	homer
MSTRG.2005	LOC102656798	/
MSTRG.2006	LOC102656852	/
MSTRG.2007	/	ND5
MSTRG.2008	/	/
MSTRG.2009	LOC409791	Pka-C1
MSTRG.201	LOC725884	RpLP2
MSTRG.2010	LOC551596	/
MSTRG.2011	/	/
MSTRG.2012	LOC100578537	Uvrag
MSTRG.2013	LOC413869	CG2070
MSTRG.2014	LOC102655388	CG32039
MSTRG.2015	LOC413147	CG3225
MSTRG.2016	LOC113218583	cyst
MSTRG.2017	LOC551536	CG12134
MSTRG.2018	LOC100578498	btsz
MSTRG.2019	LOC412711	Klp64D
MSTRG.202	LOC113219419	/
MSTRG.2020	LOC551273	CG2493
MSTRG.2021	/	/
MSTRG.2022	LOC100578429	asl
MSTRG.2023	LOC100579024	GCC88
MSTRG.2024	/	/
MSTRG.2025	LOC100576174	crim
MSTRG.2026	LOC724367	CG13133
MSTRG.2027	LOC724405	l(2)efl
MSTRG.2028	LOC410087	l(2)efl
MSTRG.2029	LOC724274	l(2)efl
MSTRG.203	LOC550716	Chc
MSTRG.2030	LOC724449	l(2)efl
MSTRG.2031	/	l(2)efl
MSTRG.2032	LOC724488	Hsp27
MSTRG.2033	LOC725743	Srp9
MSTRG.2034	LOC411452	CG34347
MSTRG.2035	LOC411348	Gmap
MSTRG.2036	Mir3477	/
MSTRG.2037	Mir283	/
MSTRG.2038	LOC100578885	cic
MSTRG.2039	/	/
MSTRG.204	LOC551574	POLDIP2
MSTRG.2040	/	/
MSTRG.2041	LOC102655792	/
MSTRG.2042	LOC113218529	trx
MSTRG.2043	18-w	Toll-7
MSTRG.2044	LOC408717	vsg
MSTRG.2045	LOC100578397	/
MSTRG.2046	LOC408718	Alk
MSTRG.2047	/	/
MSTRG.2048	LOC100578839	Alk
MSTRG.2049	Calpb	CalpA
MSTRG.205	/	POLDIP2
MSTRG.2050	LOC408715	DIP-zeta
MSTRG.2051	LOC102656562	/
MSTRG.2052	/	/
MSTRG.2053	LOC412824	sau
MSTRG.2054	LOC551009	CG11474
MSTRG.2055	LOC102654245	/
MSTRG.2056	LOC100578420	a
MSTRG.2057	LOC107964054	/
MSTRG.2058	LOC107964083	/
MSTRG.2059	/	/
MSTRG.206	LOC412610	Gss2
MSTRG.2060	/	/
MSTRG.2061	LOC408714	a
MSTRG.2062	/	/
MSTRG.2063	/	/
MSTRG.2064	/	/
MSTRG.2065	LOC100578727	a
MSTRG.2066	LOC100577598	/
MSTRG.2067	LOC100576249	/
MSTRG.2068	LOC410897	CG6013
MSTRG.2069	LOC408713	CG14966
MSTRG.207	LOC413784	Rph
MSTRG.2070	LOC410896	Vdup1
MSTRG.2071	LOC408712	CG13625
MSTRG.2072	/	/
MSTRG.2073	LOC113218591	/
MSTRG.2074	LOC408711	CG31922
MSTRG.2075	LOC107964043	CG5004
MSTRG.2076	/	/
MSTRG.2077	LOC107964042	CG5004
MSTRG.2078	LOC726303	CG18542
MSTRG.2079	LOC551849	CG18547
MSTRG.208	LOC102655618	eIF2Bepsilon
MSTRG.2080	LOC107964103	/
MSTRG.2081	LOC410888	DIP-beta
MSTRG.2082	Mir6045	/
MSTRG.2083	Mir9864	/
MSTRG.2084	LOC107964069	/
MSTRG.2085	/	/
MSTRG.2086	/	/
MSTRG.2087	/	/
MSTRG.2088	/	/
MSTRG.2089	/	CG10469
MSTRG.209	LOC412473	mRpL28
MSTRG.2090	LOC410894	CG5255
MSTRG.2091	LOC410893	TfAP-2
MSTRG.2092	LOC408710	qkr54B
MSTRG.2093	/	/
MSTRG.2094	/	/
MSTRG.2095	LOC552346	deltaCOP
MSTRG.2096	LOC724424	mh
MSTRG.2097	LOC411955	cv-d
MSTRG.2098	LOC408705	CG4119
MSTRG.2099	LOC551773	bsd
MSTRG.21	nbisL1-trna-16	/
MSTRG.210	LOC550706	CG7766
MSTRG.2100	/	/
MSTRG.2101	LOC551743	Wsck
MSTRG.2102	LOC113218582	wtrw
MSTRG.2103	/	/
MSTRG.2104	/	CG8003
MSTRG.2105	LOC552307	ArgRS-m
MSTRG.2106	LOC100579003	CG1965
MSTRG.2107	LOC552405	CG10222
MSTRG.2108	LOC552422	CG4953
MSTRG.2109	/	/
MSTRG.211	/	/
MSTRG.2110	/	/
MSTRG.2111	LOC413928	mRpL13
MSTRG.2112	LOC552471	mRpL52
MSTRG.2113	LOC552483	CG10809
MSTRG.2114	LOC410127	RhoGEF2
MSTRG.2115	/	/
MSTRG.2116	/	/
MSTRG.2117	LOC411349	Sk2
MSTRG.2118	Hiscl1	ort
MSTRG.2119	/	/
MSTRG.212	LOC727419	Pop4
MSTRG.2120	LOC725008	Tre1
MSTRG.2121	LOC102654426	RpL18
MSTRG.2122	LOC409038	CG14221
MSTRG.2123	LOC409039	rudhira
MSTRG.2124	LOC725119	Pld
MSTRG.2125	/	/
MSTRG.2126	/	/
MSTRG.2127	LOC413060	Ets98B
MSTRG.2128	/	/
MSTRG.2129	LOC725164	/
MSTRG.213	LOC408624	CG34126
MSTRG.2130	/	/
MSTRG.2131	LOC100579058	/
MSTRG.2132	LOC410891	disp
MSTRG.2133	LOC113218585	/
MSTRG.2134	LOC410890	sel
MSTRG.2135	LOC725396	Ref1
MSTRG.2136	LOC100576320	CG8813
MSTRG.2137	LOC113218596	/
MSTRG.2138	LOC408708	CG8188
MSTRG.2139	LOC725429	/
MSTRG.214	LOC551279	/
MSTRG.2140	LOC410889	Pex11ab
MSTRG.2141	LOC725530	/
MSTRG.2142	LOC725588	RhoGAP102A
MSTRG.2143	LOC725625	CG13698
MSTRG.2144	LOC113218610	/
MSTRG.2145	LOC100576512	/
MSTRG.2146	LOC725789	Lamtor1
MSTRG.2147	LOC725757	Nf-YA
MSTRG.2148	LOC410884	CG6431
MSTRG.2149	LOC410885	CG6191
MSTRG.215	/	/
MSTRG.2150	/	/
MSTRG.2151	/	/
MSTRG.2152	LOC725742	CG5969
MSTRG.2153	LOC408706	Hsp110
MSTRG.2154	LOC725826	Torsin
MSTRG.2155	LOC725860	Sytbeta
MSTRG.2156	LOC725891	Syt12
MSTRG.2157	Mir3798	/
MSTRG.2158	/	/
MSTRG.2159	LOC412076	Vps36
MSTRG.216	/	/
MSTRG.2160	LOC412077	Bap111
MSTRG.2161	LOC726009	MCTS1
MSTRG.2162	LOC551412	escl
MSTRG.2163	LOC551508	Vang
MSTRG.2164	LOC409566	Snr1
MSTRG.2165	LOC412678	CG43163
MSTRG.2166	LOC412127	CG1307
MSTRG.2167	LOC410887	Sbf
MSTRG.2168	LOC726187	AP-1-2beta
MSTRG.2169	LOC410886	Ubr1
MSTRG.217	/	/
MSTRG.2170	/	/
MSTRG.2171	LOC410883	Vps20
MSTRG.2172	LOC550665	TfIIA-S
MSTRG.2173	LOC724553	S2P
MSTRG.2174	LOC413933	CG10898
MSTRG.2175	LOC100577268	/
MSTRG.2176	LOC410882	CG43689
MSTRG.2177	Mir6003	/
MSTRG.2178	LOC551123	Rbp6
MSTRG.2179	LOC102654210	/
MSTRG.218	LOC724331	ncm
MSTRG.2180	LOC100577125	/
MSTRG.2181	LOC102654085	/
MSTRG.2182	LOC100576274	CG18764
MSTRG.2183	LOC413023	CG13016
MSTRG.2184	LOC412780	CG13654
MSTRG.2185	LOC100579019	CG33998
MSTRG.2186	/	/
MSTRG.2187	LOC408701	CG17598
MSTRG.2188	LOC725009	/
MSTRG.2189	LOC102656247	CG9068
MSTRG.219	LOC724238	ey
MSTRG.2190	LOC727293	DhpD
MSTRG.2191	LOC113218590	primo-2
MSTRG.2192	LOC410879	U3-55K
MSTRG.2193	LOC727308	Ephrin
MSTRG.2194	LOC113218598	/
MSTRG.2195	/	/
MSTRG.2196	LOC408702	Sgf29
MSTRG.2197	/	/
MSTRG.2198	LOC102654348	/
MSTRG.2199	/	/
MSTRG.22	ND5	mt:ND5
MSTRG.220	LOC107964165	/
MSTRG.2200	LOC100578514	/
MSTRG.2201	LOC725089	/
MSTRG.2202	/	/
MSTRG.2203	LOC100578611	CG34370
MSTRG.2204	/	/
MSTRG.2205	/	/
MSTRG.2206	Mir6037	Itpr
MSTRG.2207	LOC412330	UbcE2H
MSTRG.2208	/	/
MSTRG.2209	/	/
MSTRG.221	LOC100576540	Muc91C
MSTRG.2210	LOC100578715	wls
MSTRG.2211	LOC412331	Strip
MSTRG.2212	LOC725325	Zw
MSTRG.2213	LOC725357	CG12848
MSTRG.2214	LOC102655463	/
MSTRG.2215	LOC411871	Dyrk3
MSTRG.2216	/	/
MSTRG.2217	LOC411870	Atg8b
MSTRG.2218	LOC409246	MAPk-Ak2
MSTRG.2219	LOC409091	CG13506
MSTRG.222	/	/
MSTRG.2220	/	/
MSTRG.2221	LOC100578084	chp
MSTRG.2222	LOC409092	Edc3
MSTRG.2223	LOC100578119	/
MSTRG.2224	Mir279c	/
MSTRG.2225	LOC413350	DIP-lambda
MSTRG.2226	LOC413351	defl
MSTRG.2227	Cdc37	Cdc37
MSTRG.2228	LOC724599	Chd1
MSTRG.2229	/	/
MSTRG.223	/	/
MSTRG.2230	LOC552075	CG2604
MSTRG.2231	LOC113218612	/
MSTRG.2232	LOC100577939	/
MSTRG.2233	LOC551992	Fib
MSTRG.2234	LOC551872	Hmbs
MSTRG.2235	LOC413845	Tom20
MSTRG.2236	LOC412700	Xpd
MSTRG.2237	LOC724808	Glo1
MSTRG.2238	LOC724850	/
MSTRG.2239	LOC551772	Scgdelta
MSTRG.224	LOC551450	Dlish
MSTRG.2240	/	/
MSTRG.2241	/	/
MSTRG.2242	/	/
MSTRG.2243	LOC100578436	/
MSTRG.2244	LOC409871	Ctf4
MSTRG.2245	LOC410878	CG5704
MSTRG.2246	/	/
MSTRG.2247	LOC100577938	Or13a
MSTRG.2248	Or12	Or85d
MSTRG.2249	Or13	Or49b
MSTRG.225	/	/
MSTRG.2250	Or14	Or30a
MSTRG.2251	LOC100577715	Or49b
MSTRG.2252	LOC113218603	/
MSTRG.2253	LOC100577671	Or43a
MSTRG.2254	LOC725165	Eglp2
MSTRG.2255	LOC725205	Or49b
MSTRG.2256	LOC100577787	Or49b
MSTRG.2257	LOC107966099	/
MSTRG.2258	Or4	Or13a
MSTRG.2259	Or5	Or49a
MSTRG.226	LOC100578309	pcs
MSTRG.2260	LOC102655367	Or92a
MSTRG.2261	LOC107966100	/
MSTRG.2262	LOC102655434	Or43a
MSTRG.2263	LOC107966098	/
MSTRG.2264	LOC102655553	Or49b
MSTRG.2265	Or9	Or43a
MSTRG.2266	Or10	Or43a
MSTRG.2267	LOC725861	Or22b
MSTRG.2268	LOC102655825	Or43a
MSTRG.2269	LOC102655857	Or13a
MSTRG.227	/	/
MSTRG.2270	Or25	Or43a
MSTRG.2271	LOC107966088	/
MSTRG.2272	Or26	Or67c
MSTRG.2273	Or27	Or83a
MSTRG.2274	/	/
MSTRG.2275	LOC726097	Or43a
MSTRG.2276	LOC102656092	/
MSTRG.2277	LOC100577334	Or13a
MSTRG.2278	LOC113218602	Or13a
MSTRG.2279	LOC100576881	Or83a
MSTRG.228	LOC725647	RpS6
MSTRG.2280	LOC100576816	Or83a
MSTRG.2281	LOC102656676	/
MSTRG.2282	LOC100576783	Or83a
MSTRG.2283	Or50	Or83a
MSTRG.2284	LOC107966089	/
MSTRG.2285	Or51	Or49a
MSTRG.2286	LOC100577226	Or13a
MSTRG.2287	LOC100577101	Or83a
MSTRG.2288	Or37	Or83a
MSTRG.2289	LOC107963966	Or83a
MSTRG.229	LOC726235	Iswi
MSTRG.2290	/	/
MSTRG.2291	LOC100577068	Or83a
MSTRG.2292	Or41	Or83a
MSTRG.2293	LOC100576984	Or83a
MSTRG.2294	LOC107966095	/
MSTRG.2295	LOC100576944	Or83a
MSTRG.2296	LOC113218588	/
MSTRG.2297	LOC100576914	Or83a
MSTRG.2298	SPG11	CG13531
MSTRG.2299	LOC102655100	CG7886
MSTRG.23	nbisL1-trna-17	/
MSTRG.230	LOC412000	CG6761
MSTRG.2300	LOC408699	Pde8
MSTRG.2301	LOC100576571	NC2alpha
MSTRG.2302	LOC726583	PolH
MSTRG.2303	/	/
MSTRG.2304	LOC550664	CG7222
MSTRG.2305	LOC552365	lin
MSTRG.2306	/	/
MSTRG.2307	LOC412132	gek
MSTRG.2308	LOC726679	CG5913
MSTRG.2309	LOC412005	Tmc
MSTRG.231	LOC726291	CG41099
MSTRG.2310	LOC726711	CG30105
MSTRG.2311	LOC726747	UQCR-Q
MSTRG.2312	/	/
MSTRG.2313	LOC410874	Kdm5
MSTRG.2314	LOC408694	Fim
MSTRG.2315	LOC408695	/
MSTRG.2316	LOC408696	/
MSTRG.2317	LOC726783	/
MSTRG.2318	/	/
MSTRG.2319	LOC726793	/
MSTRG.232	LOC100578472	/
MSTRG.2320	LOC102654653	CRMP
